model,threshold,precision_mean,precision_var,recall_mean,recall_var,f1_mean,f1_var,pos_acc_mean,neg_acc_mean,mcc
dwulff/mpnet-personality,0.4299999999999998,0.1413130105598725,0.0,0.7909116253136326,0.0,0.2397836284494781,0.0,0.7909116253136326,0.99402403627662,0.33274069871220907
dwulff/mpnet-personality,0.43999999999999984,0.15329268962486955,0.0,0.7780875383328687,0.0,0.25612553913921265,0.0,0.7780875383328687,0.9946559860340144,0.34386279100022676
dwulff/mpnet-personality,0.44999999999999984,0.16525245230787747,0.0,0.7655422358516867,0.0,0.27182736091862997,0.0,0.7655422358516867,0.995191566053309,0.3542461557728953
dwulff/mpnet-personality,0.45999999999999985,0.17881496193313473,0.0,0.7529969333705046,0.0,0.2890006419858763,0.0,0.7529969333705046,0.9957001070813385,0.36557811715982824
dwulff/mpnet-personality,0.46999999999999986,0.19249746045566682,0.0,0.7396152773905771,0.0,0.3054867868040762,0.0,0.7396152773905771,0.996142090592407,0.3760217552534505
dwulff/mpnet-personality,0.47999999999999976,0.20786963434022257,0.0,0.7290214664064678,0.0,0.3234984845673285,0.0,0.7290214664064678,0.9965455955389825,0.3880439631877446
dwulff/mpnet-personality,0.48999999999999977,0.22432432432432434,0.0,0.7173125174240312,0.0,0.34176794846250913,0.0,0.7173125174240312,0.9969158217270775,0.3999588047283264
dwulff/mpnet-personality,0.4999999999999998,0.23990498812351543,0.0,0.7039308614441037,0.0,0.3578514739229025,0.0,0.7039308614441037,0.9972267701266292,0.4098200365934579
dwulff/mpnet-personality,0.5099999999999998,0.2566014290152221,0.0,0.690827989963758,0.0,0.37420718816067655,0.0,0.690827989963758,0.9975113728423838,0.41995676165457885
dwulff/mpnet-personality,0.5199999999999998,0.2744365160267301,0.0,0.6754948424867577,0.0,0.3903028350515464,0.0,0.6754948424867577,0.9977793361788982,0.4295333001025545
dwulff/mpnet-personality,0.5299999999999998,0.29240989051543853,0.0,0.6626707555059939,0.0,0.40576988733356095,0.0,0.6626707555059939,0.9980060477210464,0.43921620316590293
dwulff/mpnet-personality,0.5399999999999998,0.30911756864836043,0.0,0.6465012545302481,0.0,0.4182523221210208,0.0,0.6465012545302481,0.9982032936957899,0.4461005861590616
dwulff/mpnet-personality,0.5499999999999998,0.32897793263646924,0.0,0.6317256760524115,0.0,0.4326491646778043,0.0,0.6317256760524115,0.99839776644066,0.4549811256330583
dwulff/mpnet-personality,0.5599999999999997,0.3494869771112865,0.0,0.6172288820741567,0.0,0.4462809917355372,0.0,0.6172288820741567,0.9985714399614798,0.4635955349076367
dwulff/mpnet-personality,0.5699999999999997,0.36952019330341734,0.0,0.5968776136046836,0.0,0.45645453576377787,0.0,0.5968776136046836,0.9987336739090721,0.46881938165725195
dwulff/mpnet-personality,0.5799999999999997,0.39177978883861236,0.0,0.5793141901310287,0.0,0.46743898324148014,0.0,0.5793141901310287,0.9988816950535632,0.4756288754139902
dwulff/mpnet-personality,0.5899999999999997,0.412461695607763,0.0,0.5628659046557012,0.0,0.47606696533836357,0.0,0.5628659046557012,0.9990030238605232,0.48108613246658694
dwulff/mpnet-personality,0.5999999999999998,0.4333407030731815,0.0,0.5464176191803736,0.0,0.4833538840937115,0.0,0.5464176191803736,0.9991115264793188,0.4858932003587667
dwulff/mpnet-personality,0.6099999999999998,0.45674574646537264,0.0,0.5313632562029551,0.0,0.49123711340206183,0.0,0.5313632562029551,0.9992141359846335,0.4919651649870388
dwulff/mpnet-personality,0.6199999999999998,0.4797086368366285,0.0,0.514078617228882,0.0,0.4962992867716324,0.0,0.514078617228882,0.9993066925316573,0.4959487303261717
dwulff/mpnet-personality,0.6299999999999997,0.50723814930457,0.0,0.4981879007527181,0.0,0.5026722925457102,0.0,0.4981879007527181,0.9993982091174786,0.5020798564261149
dwulff/mpnet-personality,0.6399999999999997,0.5275299907720701,0.0,0.4781154167828269,0.0,0.5016086575021936,0.0,0.4781154167828269,0.9994675398643128,0.5016268016499262
dwulff/mpnet-personality,0.6499999999999997,0.5512520868113523,0.0,0.46027320880959016,0.0,0.501671224551808,0.0,0.46027320880959016,0.9995340973812737,0.5031512831695343
dwulff/mpnet-personality,0.6599999999999997,0.5746509129967776,0.0,0.4474491218288263,0.0,0.5031347962382445,0.0,0.4474491218288263,0.9995881753638044,0.5065405517858313
dwulff/mpnet-personality,0.6699999999999997,0.5956136975759908,0.0,0.4315584053526624,0.0,0.5004849660523764,0.0,0.4315584053526624,0.9996356669253859,0.5064784501978297
dwulff/mpnet-personality,0.6799999999999997,0.6203007518796992,0.0,0.4139949818790075,0.0,0.49657247951847516,0.0,0.4139949818790075,0.9996848917556382,0.5062653718571228
dwulff/mpnet-personality,0.6899999999999997,0.6387154326494202,0.0,0.3992194034011709,0.0,0.491336421341568,0.0,0.3992194034011709,0.9997192104753212,0.5044902036992545
dwulff/mpnet-personality,0.6999999999999996,0.6629322942036044,0.0,0.37942570393086145,0.0,0.4826241134751773,0.0,0.37942570393086145,0.9997601156159535,0.5010809132227727
dwulff/mpnet-personality,0.7099999999999996,0.6828631138975967,0.0,0.364371340953443,0.0,0.4751863297582258,0.0,0.364371340953443,0.999789581183358,0.4983817874091297
dwulff/mpnet-personality,0.7199999999999996,0.7052810902896082,0.0,0.34625034848062447,0.0,0.4644727000747943,0.0,0.34625034848062447,0.9998200867119651,0.49375681272611194
dwulff/mpnet-personality,0.7299999999999996,0.7194597912829958,0.0,0.32673543350989687,0.0,0.4493865030674847,0.0,0.32673543350989687,0.9998415792434837,0.4844438200677429
dwulff/mpnet-personality,0.7399999999999997,0.7346128391793514,0.0,0.3094507945358238,0.0,0.43546488819144763,0.0,0.3094507945358238,0.9998609918525972,0.4764021479046053
dwulff/mpnet-personality,0.7499999999999997,0.7536127167630058,0.0,0.29077223306384165,0.0,0.4196338764836049,0.0,0.29077223306384165,0.9998817910766475,0.46774399016549173
dwulff/mpnet-personality,0.7599999999999997,0.7706065318818041,0.0,0.2762754390855868,0.0,0.40673096655037966,0.0,0.2762754390855868,0.9998977371484195,0.46105587488121813
