model,n_components,min_cluster_size,min_samples,f1,precision,recall,pos_acc,neg_acc,n_clusters,n_noise
MPNet-Personality,768,7,7,0.0035135313150939824,0.0017632749190412,0.4758851407861723,0.4758851407861723,0.6650014576789522,2,1812
MPNet-Personality,768,7,8,0.13571117877337974,0.14138972809667674,0.13047114580429328,0.13047114580429328,0.999014810087485,36,3530
MPNet-Personality,768,7,9,0.0040622642966165615,0.002042007436608954,0.3813771954279342,0.3813771954279342,0.7682408328286633,2,2243
MPNet-Personality,768,7,10,0.004295212863012998,0.0021617551174088327,0.32812935600780596,0.32812935600780596,0.8116671860695117,2,2447
MPNet-Personality,768,7,11,0.004523242540711321,0.0022790967194363005,0.294954000557569,0.294954000557569,0.8394435098274601,3,2591
MPNet-Personality,768,8,2,0.2372827044780902,0.1664793165467626,0.4128798438806802,0.4128798438806802,0.9974295625611194,112,2302
MPNet-Personality,768,8,3,0.22436983162299493,0.1745736434108527,0.313911346529133,0.313911346529133,0.9981544155192716,83,2774
MPNet-Personality,768,8,4,0.21507631364324828,0.18474779823859086,0.25731809311402287,0.25731809311402287,0.99858807934072,61,3075
MPNet-Personality,768,8,5,0.0029961624228595136,0.0015015727203676547,0.6442709785335935,0.6442709785335935,0.4672826472420402,2,1178
MPNet-Personality,768,8,6,0.003335260527078808,0.0016728393072825548,0.5355450236966824,0.5355450236966824,0.6025871461488677,2,1596
MPNet-Personality,768,8,7,0.0035135313150939824,0.0017632749190412,0.4758851407861723,0.4758851407861723,0.6650014576789522,2,1812
MPNet-Personality,768,8,8,0.13482493098939416,0.1407766990291262,0.12935600780596598,0.12935600780596598,0.9990182766248267,34,3544
MPNet-Personality,768,8,9,0.0040622642966165615,0.002042007436608954,0.3813771954279342,0.3813771954279342,0.7682408328286633,2,2243
MPNet-Personality,768,8,10,0.004295212863012998,0.0021617551174088327,0.32812935600780596,0.32812935600780596,0.8116671860695117,2,2447
MPNet-Personality,768,8,11,0.004523242540711321,0.0022790967194363005,0.294954000557569,0.294954000557569,0.8394435098274601,3,2591
MPNet-Personality,768,9,2,0.2259664593339107,0.15745007680491552,0.40005575689991635,0.40005575689991635,0.9973380459752982,96,2398
MPNet-Personality,768,9,3,0.21750450630883236,0.16971401781528364,0.30275996654586007,0.30275996654586007,0.9981582287103475,72,2854
MPNet-Personality,768,9,4,0.0028402123261273256,0.0014229003580289374,0.7231669919152495,0.7231669919152495,0.368936636203892,2,889
MPNet-Personality,768,9,5,0.0029961624228595136,0.0015015727203676547,0.6442709785335935,0.6442709785335935,0.4672826472420402,2,1178
MPNet-Personality,768,9,6,0.003335260527078808,0.0016728393072825548,0.5355450236966824,0.5355450236966824,0.6025871461488677,2,1596
MPNet-Personality,768,9,7,0.14730650982488971,0.14149974319465844,0.1536102592695846,0.1536102592695846,0.9988411365666652,35,3466
MPNet-Personality,768,9,8,0.13408958696916812,0.1401641836424445,0.1285196543072205,0.1285196543072205,0.9990196632397634,33,3552
MPNet-Personality,768,9,9,0.0040622642966165615,0.002042007436608954,0.3813771954279342,0.3813771954279342,0.7682408328286633,2,2243
MPNet-Personality,768,9,10,0.004295212863012998,0.0021617551174088327,0.32812935600780596,0.32812935600780596,0.8116671860695117,2,2447
MPNet-Personality,768,9,11,0.007035543343378833,0.0035890914229193163,0.17702815723445775,0.17702815723445775,0.9388884132029315,4,3184
MPNet-Personality,768,10,2,0.21196190476190477,0.14583770182428182,0.3877892389183161,0.3877892389183161,0.997175812027706,82,2473
MPNet-Personality,768,10,3,0.1979261415317446,0.14688807884433644,0.3033175355450237,0.3033175355450237,0.9978094950537711,59,2856
MPNet-Personality,768,10,4,0.0028402123261273256,0.0014229003580289374,0.7231669919152495,0.7231669919152495,0.368936636203892,2,889
MPNet-Personality,768,10,5,0.15056515248453828,0.12191331376273527,0.1968218567047672,0.1968218567047672,0.9982372657617387,40,3302
MPNet-Personality,768,10,6,0.1483400047092065,0.12838801711840228,0.17563423473654866,0.17563423473654866,0.9985173619789491,36,3388
MPNet-Personality,768,10,7,0.11511111111111111,0.09569554775540366,0.14441037078338445,0.14441037078338445,0.9983031299712312,30,3462
MPNet-Personality,768,10,8,0.005450360626312486,0.0027500483357246796,0.3013660440479509,0.3013660440479509,0.8641106962436255,5,2650
MPNet-Personality,768,10,9,0.09749739311783108,0.09155446756425949,0.10426540284360189,0.10426540284360189,0.9987135679924901,19,3675
MPNet-Personality,768,10,10,0.08608937137086595,0.07866205305651672,0.09506551435740172,0.09506551435740172,0.9986154649857196,18,3675
MPNet-Personality,768,10,11,0.007035543343378833,0.0035890914229193163,0.17702815723445775,0.17702815723445775,0.9388884132029315,4,3184
MPNet-Personality,768,11,2,0.20185922974767595,0.1372529346844587,0.3813771954279342,0.3813771954279342,0.9970191245398605,72,2517
MPNet-Personality,768,11,3,0.19386369807222373,0.14352720450281425,0.2985781990521327,0.2985781990521327,0.9977845359849109,54,2881
MPNet-Personality,768,11,4,0.0028402123261273256,0.0014229003580289374,0.7231669919152495,0.7231669919152495,0.368936636203892,2,889
MPNet-Personality,768,11,5,0.14035831654828793,0.11323982210058159,0.18455533872316698,0.18455533872316698,0.9982029470420557,36,3328
MPNet-Personality,768,11,6,0.13312532501300053,0.10617120106171202,0.17842207973236687,0.17842207973236687,0.9981322296802847,32,3366
MPNet-Personality,768,11,7,0.00426741419415796,0.002145747204550746,0.3802620574296069,0.3802620574296069,0.7801133765702981,2,2273
MPNet-Personality,768,11,8,0.005385235982250908,0.0027171908114172897,0.29774184555338723,0.29774184555338723,0.8641169360108406,3,2670
MPNet-Personality,768,11,9,0.09749739311783108,0.09155446756425949,0.10426540284360189,0.10426540284360189,0.9987135679924901,19,3675
MPNet-Personality,768,11,10,0.08608937137086595,0.07866205305651672,0.09506551435740172,0.09506551435740172,0.9986154649857196,18,3675
MPNet-Personality,768,11,11,0.007035543343378833,0.0035890914229193163,0.17702815723445775,0.17702815723445775,0.9388884132029315,4,3184
MPNet-Personality,2,2,2,0.33529510677652596,0.42245762711864404,0.2779481460830778,0.2779481460830778,0.9995275109603244,1160,704
MPNet-Personality,2,2,3,0.3725451299345368,0.28914549653579674,0.523557290214664,0.523557290214664,0.9983994997093308,529,773
MPNet-Personality,2,2,4,0.3335497484174647,0.23526044647967945,0.5729021466406468,0.5729021466406468,0.9976843530557353,363,847
MPNet-Personality,2,2,5,0.30123140437041784,0.2022557828331103,0.589908001115138,0.589908001115138,0.9971068279346058,293,812
MPNet-Personality,2,2,6,0.2671058355602511,0.17186500319897632,0.5991078896013382,0.5991078896013382,0.9964104005826556,249,825
MPNet-Personality,2,2,7,0.253411982419616,0.15986866107260125,0.6108168385837748,0.6108168385837748,0.996008628904751,218,816
MPNet-Personality,2,2,8,0.2520960797643327,0.1581940988268752,0.6202955115695568,0.6202955115695568,0.9958956197874111,190,861
MPNet-Personality,2,2,9,0.23827772768259695,0.14932542205269478,0.5893504321159744,0.5893504321159744,0.9958252490793743,183,942
MPNet-Personality,2,2,10,0.23435671700005573,0.14644846796657382,0.5862838026205743,0.5862838026205743,0.9957510651802617,170,987
MPNet-Personality,2,2,11,0.22103386809269163,0.1370762427978025,0.5703930861444104,0.5703930861444104,0.9955350999038729,173,1066
MPNet-Personality,2,3,2,0.37261774370208106,0.3068735341872632,0.47421243378868133,0.47421243378868133,0.9986681563533136,598,716
MPNet-Personality,2,3,3,0.37252463407634173,0.2835712205068453,0.5427934206858098,0.5427934206858098,0.998294810281611,474,780
MPNet-Personality,2,3,4,0.32808398950131235,0.22686025408348456,0.5924170616113744,0.5924170616113744,0.997489533657131,327,761
MPNet-Personality,2,3,5,0.2940817571690055,0.1942852024364027,0.6046835795929746,0.6046835795929746,0.9968818496611287,267,770
MPNet-Personality,2,3,6,0.2644018618146648,0.1688020994133992,0.6097017005854475,0.6097017005854475,0.9962668859367086,229,798
MPNet-Personality,2,3,7,0.2553702010968921,0.1605949558094417,0.623083356565375,0.623083356565375,0.9959503910774102,205,799
MPNet-Personality,2,3,8,0.250867569685436,0.15694376356887738,0.624756063562866,0.624756063562866,0.9958269823480452,181,845
MPNet-Personality,2,3,9,0.239403453689168,0.14983507614569444,0.5952049066071926,0.5952049066071926,0.9958006366642482,177,924
MPNet-Personality,2,3,10,0.23178371249587867,0.14434330299089726,0.5879565096180652,0.5879565096180652,0.9956661350153897,166,976
MPNet-Personality,2,3,11,0.21861755010203548,0.13456583354805463,0.5823808196264287,0.5823808196264287,0.9953427070814078,160,1031
MPNet-Personality,2,4,2,0.34562784915043515,0.24593064401981599,0.5812656816281014,0.5812656816281014,0.9977838426774425,393,632
MPNet-Personality,2,4,3,0.33784532573418824,0.23590537254034932,0.5949261221076109,0.5949261221076109,0.9976039293894076,363,664
MPNet-Personality,2,4,4,0.32333039129155633,0.21960235787790988,0.6127683300808475,0.6127683300808475,0.9972922876823875,305,712
MPNet-Personality,2,4,5,0.2848242100578549,0.1844836106078076,0.6244772790632841,0.6244772790632841,0.9965674347242353,251,724
MPNet-Personality,2,4,6,0.26049748973071657,0.1637615666021089,0.6364650125453025,0.6364650125453025,0.9959587107670304,216,702
MPNet-Personality,2,4,7,0.2495167614734633,0.1555785123966942,0.6297741845553387,0.6297741845553387,0.995749678565325,196,760
MPNet-Personality,2,4,8,0.24915414055133397,0.15551862622905416,0.626149986060775,0.626149986060775,0.9957722110580461,180,836
MPNet-Personality,2,4,9,0.23562489663156735,0.1468526663001649,0.5957624756063563,0.5957624756063563,0.9956962938902626,175,914
MPNet-Personality,2,4,10,0.23147843266381296,0.1441065937820294,0.5879565096180652,0.5879565096180652,0.9956578153257696,163,980
MPNet-Personality,2,4,11,0.21533408601046905,0.1319579847789169,0.5848898801226652,0.5848898801226652,0.9952158318147011,157,1016
MPNet-Personality,2,5,2,0.31995892320105623,0.21710133386422456,0.6080289935879565,0.6080289935879565,0.9972735683807423,322,584
MPNet-Personality,2,5,3,0.30692117550123593,0.2036075430445477,0.623083356565375,0.623083356565375,0.996969553055874,291,597
MPNet-Personality,2,5,4,0.2863670982482864,0.1853891034596105,0.6289378310565933,0.6289378310565933,0.9965636215331594,262,633
MPNet-Personality,2,5,5,0.28303666897289137,0.1827485380116959,0.6272651240591023,0.6272651240591023,0.9965119701267678,245,713
MPNet-Personality,2,5,6,0.2582781456953642,0.16168926990373128,0.6414831335377753,0.6414831335377753,0.9958644209513358,209,682
MPNet-Personality,2,5,7,0.25293104406289935,0.15794587092297016,0.6345135210482297,0.6345135210482297,0.9957937035895648,194,759
MPNet-Personality,2,5,8,0.24507348938486664,0.15226949874856255,0.6275439085586841,0.6275439085586841,0.9956557354033646,176,826
MPNet-Personality,2,5,9,0.23103429995228755,0.1426420528934276,0.6074714245887929,0.6074714245887929,0.9954598760435578,170,870
MPNet-Personality,2,5,10,0.23009428306719712,0.14300230321094703,0.5885140786172289,0.5885140786172289,0.9956144836089982,159,981
MPNet-Personality,2,5,11,0.21502178928479876,0.13173765548435734,0.5846110956230833,0.5846110956230833,0.9952088987400177,153,1022
MPNet-Personality,2,6,2,0.28313106796116505,0.18095090359109595,0.6504042375243937,0.6504042375243937,0.9963393365671505,262,487
MPNet-Personality,2,6,3,0.2792259324827544,0.17875566671877444,0.6375801505436298,0.6375801505436298,0.9963577092150615,248,565
MPNet-Personality,2,6,4,0.2689144736842105,0.17035052467068543,0.6381377195427934,0.6381377195427934,0.9961355041714577,233,591
MPNet-Personality,2,6,5,0.25691307700782196,0.16008786984279536,0.6501254530248118,0.6501254530248118,0.9957586915624135,214,625
MPNet-Personality,2,6,6,0.2570330343713442,0.16060985797827904,0.6431558405352662,0.6431558405352662,0.9958203959270959,205,678
MPNet-Personality,2,6,7,0.2560447080291971,0.16094343680550577,0.6258712015611932,0.6258712015611932,0.9959427646952584,193,778
MPNet-Personality,2,6,8,0.2325509732422577,0.1425333669100982,0.6311681070532479,0.6311681070532479,0.9952785761405861,174,797
MPNet-Personality,2,6,9,0.22687030805073777,0.1393056968463886,0.6108168385837748,0.6108168385837748,0.9953073484005224,165,852
MPNet-Personality,2,6,10,0.23009428306719712,0.14300230321094703,0.5885140786172289,0.5885140786172289,0.9956144836089982,159,981
MPNet-Personality,2,6,11,0.21553122465531224,0.13171426801313427,0.5926958461109563,0.5926958461109563,0.9951416479155885,148,1005
MPNet-Personality,2,7,2,0.2697488584474886,0.16959735878848775,0.6587677725118484,0.6587677725118484,0.9959892162956374,232,473
MPNet-Personality,2,7,3,0.2567972596874331,0.15890574286282041,0.6688040144967939,0.6688040144967939,0.9955981908834921,214,490
MPNet-Personality,2,7,4,0.25330527224650584,0.15705299785867238,0.6543072205185392,0.6543072205185392,0.9956332029106434,204,541
MPNet-Personality,2,7,5,0.24197454526717163,0.1484197218710493,0.654586005018121,0.654586005018121,0.9953298808932435,193,580
MPNet-Personality,2,7,6,0.24439473547313115,0.15023023791250958,0.6548647895177028,0.6548647895177028,0.9953940118340652,190,638
MPNet-Personality,2,7,7,0.2544920329980789,0.15959180780951032,0.627822693058266,0.627822693058266,0.9958890333664618,190,776
MPNet-Personality,2,7,8,0.23165313313926766,0.14180317619107166,0.6322832450515752,0.6322832450515752,0.9952418308447639,173,792
MPNet-Personality,2,7,9,0.21926413401136705,0.13350737660129924,0.6130471145804294,0.6130471145804294,0.9950525579059064,160,831
MPNet-Personality,2,7,10,0.22730430136254343,0.1406002115282919,0.592974630610538,0.592974630610538,0.9954931548020381,155,974
MPNet-Personality,2,7,11,0.16142079717605531,0.09297301876403066,0.6119319765821021,0.6119319765821021,0.9925767569364545,140,940
MPNet-Personality,2,8,2,0.2475935553610954,0.1518308080808081,0.6704767214942849,0.6704767214942849,0.9953427070814078,202,447
MPNet-Personality,2,8,3,0.23996484031643714,0.145462080397845,0.6849735154725397,0.6849735154725397,0.9949964000009707,192,456
MPNet-Personality,2,8,4,0.2417604603038409,0.1476026130901023,0.6676888764984666,0.6676888764984666,0.995205432202676,186,523
MPNet-Personality,2,8,5,0.23439200554071435,0.14247910025861552,0.6604404795093393,0.6604404795093393,0.9950574110581848,179,591
MPNet-Personality,2,8,6,0.24088501090682454,0.1480181272738878,0.6465012545302481,0.6465012545302481,0.9953728659562807,177,663
MPNet-Personality,2,8,7,0.23686405337781485,0.14566903891774058,0.6333983830499025,0.6333983830499025,0.9953808389921667,174,745
MPNet-Personality,2,8,8,0.22260157050187776,0.13490186805391347,0.6361862280457207,0.6361862280457207,0.9949270692541363,166,773
MPNet-Personality,2,8,9,0.21355275895450146,0.1292098635272067,0.6149986060775021,0.6149986060775021,0.9948462989340744,158,808
MPNet-Personality,2,8,10,0.21111872369580112,0.12803466492550603,0.6013381655979928,0.6013381655979928,0.9949076566450228,150,905
MPNet-Personality,2,8,11,0.15588011351837752,0.08898723673291975,0.627822693058266,0.627822693058266,0.9920078981586794,134,870
MPNet-Personality,2,9,2,0.23287991399055766,0.13989666404582726,0.6944521884583217,0.6944521884583217,0.9946909980611657,182,397
MPNet-Personality,2,9,3,0.23828404910906226,0.1437795457165917,0.6952885419570672,0.6952885419570672,0.994851498740087,178,451
MPNet-Personality,2,9,4,0.23265700483091786,0.14071173961315958,0.6713130749930304,0.6713130749930304,0.9949024568390102,177,504
MPNet-Personality,2,9,5,0.23412204234122042,0.14252789907811741,0.6551435740172846,0.6551435740172846,0.9950990095062854,175,591
MPNet-Personality,2,9,6,0.23851237129245428,0.14610267352830425,0.6490103150264845,0.6490103150264845,0.9952834292928645,171,656
MPNet-Personality,2,9,7,0.23013120193032724,0.14037777505212806,0.6381377195427934,0.6381377195427934,0.9951409546081201,163,728
MPNet-Personality,2,9,8,0.22078047835770312,0.13359114079803128,0.635628659046557,0.635628659046557,0.9948740312328082,160,792
MPNet-Personality,2,9,9,0.21175123998473866,0.12772567746389735,0.6189015890716476,0.6189015890716476,0.994744382736228,154,803
MPNet-Personality,2,9,10,0.20162616480906267,0.12056815077847582,0.6152773905770839,0.6152773905770839,0.9944195681873095,143,856
MPNet-Personality,2,9,11,0.20250580046403713,0.12147191449089796,0.6083077780875383,0.6083077780875383,0.9945294574210418,138,944
MPNet-Personality,2,10,2,0.23195502357635112,0.13850235529806704,0.7131307499303039,0.7131307499303039,0.9944843924355995,172,390
MPNet-Personality,2,10,3,0.2305216878937588,0.13763801688677202,0.7089489824365766,0.7089489824365766,0.9944767660534478,169,432
MPNet-Personality,2,10,4,0.23235800344234078,0.14022736453344106,0.6774463339838305,0.6774463339838305,0.994835206014581,168,524
MPNet-Personality,2,10,5,0.23037567607074988,0.13958431743032593,0.6590465570114301,0.6590465570114301,0.9949485617856549,166,601
MPNet-Personality,2,10,6,0.23346534653465348,0.14193703725997714,0.6573738500139392,0.6573738500139392,0.9950584510193873,163,653
MPNet-Personality,2,10,7,0.21977498093058734,0.13255506354591984,0.6425982715361026,0.6425982715361026,0.9947710750737593,153,712
MPNet-Personality,2,10,8,0.16149535265172224,0.09202788487751684,0.6587677725118484,0.6587677725118484,0.991918114841529,144,708
MPNet-Personality,2,10,9,0.21015679850222327,0.1262796715041062,0.6258712015611932,0.6258712015611932,0.9946154275471163,148,794
MPNet-Personality,2,10,10,0.20069172658596524,0.11992168379833579,0.6147198215779203,0.6147198215779203,0.9943904492736391,141,859
MPNet-Personality,2,10,11,0.15361056285305927,0.08748401100817861,0.629216615556175,0.629216615556175,0.9918390777901379,129,861
MPNet-Personality,2,11,2,0.22697309816497416,0.13506493506493505,0.7103429049344856,0.7103429049344856,0.9943436510195259,166,404
MPNet-Personality,2,11,3,0.22792747762075702,0.13615635179153093,0.6991915249512127,0.6991915249512127,0.9944840457818653,162,460
MPNet-Personality,2,11,4,0.2245881327153412,0.13442100637222587,0.6821856704767215,0.6821856704767215,0.9945377771106619,162,524
MPNet-Personality,2,11,5,0.22177140485960625,0.13285824770743565,0.6704767214942849,0.6704767214942849,0.9945585763347122,158,587
MPNet-Personality,2,11,6,0.2289588377723971,0.13854539061126414,0.6590465570114301,0.6590465570114301,0.9949045367614152,156,672
MPNet-Personality,2,11,7,0.15707080631427262,0.08898949790329165,0.6685252299972122,0.6685252299972122,0.9914899974798274,139,611
MPNet-Personality,2,11,8,0.15556642216788916,0.08808328411104548,0.6651798160022303,0.6651798160022303,0.9914369594584992,137,681
MPNet-Personality,2,11,9,0.20423874649035414,0.12192484455258178,0.6286590465570114,0.6286590465570114,0.9943703433570572,143,803
MPNet-Personality,2,11,10,0.19771658831430491,0.1177725624066567,0.6155561750766657,0.6155561750766657,0.9942663472368057,137,868
MPNet-Personality,2,11,11,0.19742295909172825,0.11773872857219625,0.6108168385837748,0.6108168385837748,0.9943086389923746,135,926
MPNet-Personality,5,2,2,0.39988160426224656,0.4261829652996845,0.3766378589350432,0.3766378589350432,0.9993694368575423,1016,689
MPNet-Personality,5,2,3,0.4025974025974026,0.31647790716222685,0.5531084471703374,0.5531084471703374,0.9985145887490757,525,737
MPNet-Personality,5,2,4,0.3566350710900474,0.2560456920646494,0.5873989406189016,0.5873989406189016,0.9978777858394029,381,782
MPNet-Personality,5,2,5,0.3196727299291402,0.2165907741041378,0.6099804850850292,0.6099804850850292,0.9972565823477679,315,821
MPNet-Personality,5,2,6,0.3027229786051681,0.20159126653714496,0.6074714245887929,0.6074714245887929,0.9970083782741012,273,879
MPNet-Personality,5,2,7,0.27989255061259255,0.1829393627954779,0.5954836911067745,0.5954836911067745,0.9966929233760052,237,954
MPNet-Personality,5,2,8,0.24267451069125467,0.1522248243559719,0.5979927516030109,0.5979927516030109,0.9958588744915889,204,958
MPNet-Personality,5,2,9,0.23338417955981694,0.1450335161486898,0.5971563981042654,0.5971563981042654,0.9956228032986183,179,1003
MPNet-Personality,5,2,10,0.2233453411473735,0.13835598188116174,0.5790354056314468,0.5790354056314468,0.9955160339484935,174,1080
MPNet-Personality,5,2,11,0.2161850317302145,0.13313953488372093,0.5745748536381378,0.5745748536381378,0.9953482535411545,161,1127
MPNet-Personality,5,3,2,0.38318611026500154,0.30134142446502715,0.5260663507109005,0.5260663507109005,0.9984833899130003,553,610
MPNet-Personality,5,3,3,0.3989223515827961,0.30458419042021745,0.5779202676331195,0.5779202676331195,0.998359287876167,483,702
MPNet-Personality,5,3,4,0.35226990821136195,0.25041147425346816,0.5938109841092836,0.5938109841092836,0.9977897357909234,360,759
MPNet-Personality,5,3,5,0.31752577319587627,0.21311318953998853,0.6225257875662114,0.6225257875662114,0.9971418399617572,295,782
MPNet-Personality,5,3,6,0.2957951983021621,0.19406492037246542,0.6216894340674658,0.6216894340674658,0.9967896397678391,253,834
MPNet-Personality,5,3,7,0.275919518134051,0.1791330393543556,0.6002230275996655,0.6002230275996655,0.9965799142586654,227,930
MPNet-Personality,5,3,8,0.2414083085720693,0.1510877192982456,0.6002230275996655,0.6002230275996655,0.9958065297777291,194,949
MPNet-Personality,5,3,9,0.22903928970173854,0.14150571541190382,0.6005018120992472,0.6005018120992472,0.9954699290018487,172,978
MPNet-Personality,5,3,10,0.22055976981428196,0.13575476558475014,0.5876777251184834,0.5876777251184834,0.9953479068874204,160,1049
MPNet-Personality,5,3,11,0.2158031484028733,0.13202842538336865,0.5904655701143017,0.5904655701143017,0.995173193405398,148,1088
MPNet-Personality,5,4,2,0.35965730765968273,0.25847354303828335,0.5910231391134653,0.5910231391134653,0.9978916519887698,406,640
MPNet-Personality,5,4,3,0.34631761551805706,0.24145134689389774,0.6122107610816838,0.6122107610816838,0.9976084358879518,369,644
MPNet-Personality,5,4,4,0.3540070834362903,0.251227495908347,0.5991078896013382,0.5991078896013382,0.9977796828326324,355,749
MPNet-Personality,5,4,5,0.3148213157340448,0.2103978978978979,0.6250348480624477,0.6250348480624477,0.9970832554806822,289,771
MPNet-Personality,5,4,6,0.2928482951952539,0.19111640571817562,0.626149986060775,0.626149986060775,0.9967047096029671,246,817
MPNet-Personality,5,4,7,0.2707271597265382,0.17419819243381587,0.607192640089211,0.607192640089211,0.9964208001946807,216,891
MPNet-Personality,5,4,8,0.23831004510947298,0.1484476732232198,0.6038472260942291,0.6038472260942291,0.9956928273529209,189,924
MPNet-Personality,5,4,9,0.22453930728333246,0.13778031166856708,0.6063562865904656,0.6063562865904656,0.9952816960241937,167,948
MPNet-Personality,5,4,10,0.22111284451378055,0.13590743463530014,0.5926958461109563,0.5926958461109563,0.9953142814752057,159,1034
MPNet-Personality,5,4,11,0.21462734157034674,0.13066424021838036,0.6005018120992472,0.6005018120992472,0.9950321053355903,144,1053
MPNet-Personality,5,5,2,0.33587786259541985,0.23040232268768146,0.6194591580708113,0.6194591580708113,0.9974271359849802,332,607
MPNet-Personality,5,5,3,0.33127464841134013,0.2259439707673569,0.6205742960691386,0.6205742960691386,0.9973564186232092,324,651
MPNet-Personality,5,5,4,0.31930899972137083,0.21283313213854582,0.6389740730415389,0.6389740730415389,0.9970614162954294,296,683
MPNet-Personality,5,5,5,0.312728275101647,0.20770779934090078,0.6325620295511569,0.6325620295511569,0.9969997119307469,277,754
MPNet-Personality,5,5,6,0.2875293818690045,0.18619384564752345,0.630889322553666,0.630889322553666,0.9965712479153112,240,794
MPNet-Personality,5,5,7,0.26860343448021173,0.17235387045813585,0.6083077780875383,0.6083077780875383,0.9963677621733525,210,893
MPNet-Personality,5,5,8,0.23650525627757504,0.14696723531004605,0.6052411485921383,0.6052411485921383,0.9956318162957067,184,915
MPNet-Personality,5,5,9,0.22453930728333246,0.13778031166856708,0.6063562865904656,0.6063562865904656,0.9952816960241937,167,948
MPNet-Personality,5,5,10,0.2207051151416344,0.13502898821769216,0.6038472260942291,0.6038472260942291,0.9951901794383724,155,1015
MPNet-Personality,5,5,11,0.21279952667389804,0.12926025756214435,0.6016169500975745,0.6016169500975745,0.994960694666351,143,1043
MPNet-Personality,5,6,2,0.2990215264187867,0.19518010729796476,0.6389740730415389,0.6389740730415389,0.9967237755583465,281,561
MPNet-Personality,5,6,3,0.297423887587822,0.19397539244802714,0.637301366044048,0.637301366044048,0.9967071361791062,272,614
MPNet-Personality,5,6,4,0.29045287637698897,0.18607386497294753,0.6615556175076666,0.6615556175076666,0.9964017342393013,257,608
MPNet-Personality,5,6,5,0.2885209440257012,0.18533216921977935,0.6509618065235573,0.6509618065235573,0.9964419460724652,246,690
MPNet-Personality,5,6,6,0.28294501397949673,0.1820434921650144,0.6347923055478115,0.6347923055478115,0.9964533856456929,233,769
MPNet-Personality,5,6,7,0.24873644159236755,0.1561831407787762,0.6105380540841929,0.6105380540841929,0.9958983930172846,203,867
MPNet-Personality,5,6,8,0.2341038947423599,0.14415752098127824,0.6225257875662114,0.6225257875662114,0.9954044114460903,179,875
MPNet-Personality,5,6,9,0.2233263330430774,0.1367971887550201,0.6077502090883747,0.6077502090883747,0.9952314312327388,165,942
MPNet-Personality,5,6,10,0.2186430440910006,0.1334070388796757,0.6055199330917201,0.6055199330917201,0.9951090624645763,150,1006
MPNet-Personality,5,6,11,0.20936211496483143,0.12673244068592907,0.6016169500975745,0.6016169500975745,0.9948452589728719,140,1048
MPNet-Personality,5,7,2,0.2831288716142354,0.18099231306778477,0.64984666852523,0.64984666852523,0.9963434964119605,251,558
MPNet-Personality,5,7,3,0.2727117583480289,0.1713121783876501,0.6682464454976303,0.6682464454976303,0.9959805499522831,231,548
MPNet-Personality,5,7,4,0.2796836841493197,0.1766953199617956,0.6704767214942849,0.6704767214942849,0.9961153982548757,229,622
MPNet-Personality,5,7,5,0.27298017850933115,0.1723128704177947,0.6565374965151938,0.6565374965151938,0.9960786529590536,217,703
MPNet-Personality,5,7,6,0.2663719902291497,0.1682957301388991,0.6384165040423753,0.6384165040423753,0.9960769196903827,211,756
MPNet-Personality,5,7,7,0.24297646165527714,0.15083159383206518,0.6244772790632841,0.6244772790632841,0.995628349758365,193,827
MPNet-Personality,5,7,8,0.2332349438144063,0.14322055456626812,0.627822693058266,0.627822693058266,0.9953298808932435,175,866
MPNet-Personality,5,7,9,0.22116744092102605,0.13504347289880989,0.6105380540841929,0.6105380540841929,0.9951374880707784,162,932
MPNet-Personality,5,7,10,0.21598891857128721,0.13129247609310157,0.6085865625871202,0.6085865625871202,0.9949929334636289,148,991
MPNet-Personality,5,7,11,0.20797077063602712,0.12565353781805508,0.6030108725954837,0.6030108725954837,0.9947825146469869,136,1056
MPNet-Personality,5,8,2,0.25783367667787055,0.16003768759674272,0.6629495400055757,0.6629495400055757,0.9956734147438073,211,552
MPNet-Personality,5,8,3,0.2547846245080597,0.15793343135944393,0.6587677725118484,0.6587677725118484,0.9956325096031751,205,602
MPNet-Personality,5,8,4,0.24672160887368474,0.15153444543486566,0.6635071090047393,0.6635071090047393,0.9953804923384325,193,648
MPNet-Personality,5,8,5,0.2514107593916268,0.15572569906790945,0.6520769445218846,0.6520769445218846,0.995604083996973,191,709
MPNet-Personality,5,8,6,0.24502346658035282,0.15190635451505016,0.6331195985503206,0.6331195985503206,0.9956047773044414,187,770
MPNet-Personality,5,8,7,0.24467970184725074,0.15173846050780465,0.6314468915528296,0.6314468915528296,0.9956106704179223,178,824
MPNet-Personality,5,8,8,0.23210155728015625,0.14228103339634532,0.6294954000557569,0.6294954000557569,0.9952813493704595,173,859
MPNet-Personality,5,8,9,0.21898602952065951,0.13305338932213556,0.618344020072484,0.618344020072484,0.9949901602337555,157,925
MPNet-Personality,5,8,10,0.2146475825094683,0.13031533683707597,0.6083077780875383,0.6083077780875383,0.9949520283229967,144,996
MPNet-Personality,5,8,11,0.20754807461756103,0.12533302444109812,0.6032896570950655,0.6032896570950655,0.9947648353065441,133,1067
MPNet-Personality,5,9,2,0.24220705905453832,0.14698522402287892,0.687761360468358,0.687761360468358,0.9950369584878687,185,542
MPNet-Personality,5,9,3,0.24453844239860661,0.14883692755027866,0.6849735154725397,0.6849735154725397,0.9951291683811583,184,577
