model,n_components,min_cluster_size,min_samples,f1,precision,recall,pos_acc,neg_acc,n_clusters,n_noise
All-MPNet-Base-v2,20,11,3,0.21122256778658724,0.12529882548591623,0.6721494284917758,0.6721494284917758,0.9941654710001618,151,901
All-MPNet-Base-v2,20,11,4,0.1929008191362535,0.11188436830835118,0.6991915249512127,0.6991915249512127,0.9930988174601166,139,840
All-MPNet-Base-v2,20,11,5,0.18264531167756975,0.10555821129025249,0.6771675494842486,0.6771675494842486,0.9928651728432851,134,905
All-MPNet-Base-v2,20,11,6,0.1848966613672496,0.10781996013535437,0.6484527460273208,0.6484527460273208,0.9933279555784039,131,1034
All-MPNet-Base-v2,20,11,7,0.18119318615842944,0.10497897764992255,0.6612768330080847,0.6612768330080847,0.9929896215338526,128,987
All-MPNet-Base-v2,20,11,8,0.17473863090620267,0.10071544161485393,0.659325341511012,0.659325341511012,0.9926797130955034,122,1014
All-MPNet-Base-v2,20,11,9,0.17533279399867618,0.10098699538272546,0.6646222470030666,0.6646222470030666,0.9926429677996813,119,1046
All-MPNet-Base-v2,20,11,10,0.17582665613361922,0.10162636980344408,0.651519375522721,0.651519375522721,0.992838480505754,114,1121
All-MPNet-Base-v2,20,11,11,0.17707326502996326,0.10279199209982942,0.6384165040423753,0.6384165040423753,0.9930710851613829,111,1205
All-MPNet-Base-v2,50,2,2,0.4251302083333333,0.5107547907704341,0.3640925564538612,0.3640925564538612,0.9995663361785516,1113,786
All-MPNet-Base-v2,50,2,3,0.4560674569228889,0.40600522193211486,0.5202118762196822,0.5202118762196822,0.9990536353057122,598,939
All-MPNet-Base-v2,50,2,4,0.43456895630808673,0.3522687911326637,0.5670476721494285,0.5670476721494285,0.9987035150341991,444,1043
All-MPNet-Base-v2,50,2,5,0.387669313404951,0.2915144703568418,0.5784778366322832,0.5784778366322832,0.9982518252185738,350,1104
All-MPNet-Base-v2,50,2,6,0.3443969204448246,0.2484265087004813,0.5611931976582102,0.5611931976582102,0.9978888787588964,302,1203
All-MPNet-Base-v2,50,2,7,0.2533475530276099,0.16086073282672486,0.5960412601059382,0.5960412601059382,0.9961337709027869,239,1219
All-MPNet-Base-v2,50,2,8,0.22650475184794086,0.1397121083827265,0.5979927516030109,0.5979927516030109,0.9954213974790647,203,1173
All-MPNet-Base-v2,50,2,9,0.2241290189186395,0.13757218097595025,0.6044047950933928,0.6044047950933928,0.995288629098877,194,1233
All-MPNet-Base-v2,50,2,10,0.20046731200228887,0.12091578462954441,0.5860050181209925,0.5860050181209925,0.9947024376343934,177,1331
All-MPNet-Base-v2,50,2,11,0.18319630010277493,0.10822160384518087,0.5963200446055199,0.5963200446055199,0.9938898812814957,161,1293
All-MPNet-Base-v2,50,3,2,0.46780234384438807,0.41279317697228146,0.5397267911904098,0.5397267911904098,0.9990453156160921,634,760
All-MPNet-Base-v2,50,3,3,0.44776806258628626,0.3811949069539667,0.5425146361862281,0.5425146361862281,0.9989049208537527,544,884
All-MPNet-Base-v2,50,3,4,0.4155177331938766,0.3152958152958153,0.6091441315862838,0.6091441315862838,0.998355128031357,372,947
All-MPNet-Base-v2,50,3,5,0.3835051546391753,0.2826374207188161,0.5963200446055199,0.5963200446055199,0.9981180168771837,305,1083
All-MPNet-Base-v2,50,3,6,0.35000409265777194,0.24774044032444958,0.5960412601059382,0.5960412601059382,0.9977495239577595,257,1163
All-MPNet-Base-v2,50,3,7,0.24845635302781396,0.15590786293189252,0.6113744075829384,0.6113744075829384,0.9958841802141835,211,1169
All-MPNet-Base-v2,50,3,8,0.2218983970654741,0.1353438764251563,0.6155561750766657,0.6155561750766657,0.9951101024257788,180,1136
All-MPNet-Base-v2,50,3,9,0.22249376304668805,0.1361031518624642,0.6091441315862838,0.6091441315862838,0.9951922593607775,170,1241
All-MPNet-Base-v2,50,3,10,0.2005146112846903,0.12004181107993618,0.6083077780875383,0.6083077780875383,0.9944552735219292,148,1281
All-MPNet-Base-v2,50,3,11,0.18609943977591037,0.11037848502154612,0.5926958461109563,0.5926958461109563,0.9940600882649738,136,1341
All-MPNet-Base-v2,50,4,2,0.45390648874401546,0.3576243980738363,0.6211318650683022,0.6211318650683022,0.9986126917558462,448,760
All-MPNet-Base-v2,50,4,3,0.43209636681562075,0.33159385716415685,0.6200167270699749,0.6200167270699749,0.9984459513097098,413,799
All-MPNet-Base-v2,50,4,4,0.4073558094176651,0.3054317548746518,0.6113744075829384,0.6113744075829384,0.9982712378276875,355,939
All-MPNet-Base-v2,50,4,5,0.36292078378831016,0.25936564931178935,0.604126010593811,0.604126010593811,0.9978549066929476,290,1032
All-MPNet-Base-v2,50,4,6,0.32669322709163345,0.22365170852202554,0.6057987175913019,0.6057987175913019,0.9973851908831455,243,1101
All-MPNet-Base-v2,50,4,7,0.23983497095705988,0.14891465552110017,0.6158349595762476,0.6158349595762476,0.9956234966060866,197,1127
All-MPNet-Base-v2,50,4,8,0.22038704542062584,0.13412861814218238,0.6175076665737385,0.6175076665737385,0.9950431982550838,174,1133
All-MPNet-Base-v2,50,4,9,0.21951708245666768,0.13380152671755724,0.6108168385837748,0.6108168385837748,0.9950830634345135,166,1232
All-MPNet-Base-v2,50,4,10,0.1873479318734793,0.11026615969581749,0.6225257875662114,0.6225257875662114,0.9937539930177005,140,1203
All-MPNet-Base-v2,50,4,11,0.18508684107430462,0.10966676983390075,0.5926958461109563,0.5926958461109563,0.9940167565482024,134,1338
All-MPNet-Base-v2,50,5,2,0.4023434134573964,0.29114713216957605,0.6509618065235573,0.6509618065235573,0.9980292735212358,353,689
All-MPNet-Base-v2,50,5,3,0.379746835443038,0.2692621517659401,0.6439921940340118,0.6439921940340118,0.9978268277404798,328,736
All-MPNet-Base-v2,50,5,4,0.37511528464827704,0.2682254196642686,0.6236409255645387,0.6236409255645387,0.9978843722603522,299,913
All-MPNet-Base-v2,50,5,5,0.36562707365627073,0.2602432400519542,0.6144410370783384,0.6144410370783384,0.9978282143554165,280,1039
All-MPNet-Base-v2,50,5,6,0.32287390029325513,0.21903909280811698,0.6138834680791748,0.6138834680791748,0.9972784215330207,229,1097
All-MPNet-Base-v2,50,5,7,0.24,0.14838752225812835,0.6272651240591023,0.6272651240591023,0.9955236603306452,190,1105
All-MPNet-Base-v2,50,5,8,0.22257084027845866,0.13503063470346796,0.6328408140507388,0.6328408140507388,0.9949593080514143,170,1102
All-MPNet-Base-v2,50,5,9,0.2149256622596736,0.130055093189544,0.6186228045720658,0.6186228045720658,0.9948546186236945,158,1205
All-MPNet-Base-v2,50,5,10,0.1860019175455417,0.10935202431134203,0.6219682185670476,0.6219682185670476,0.9937009549963722,136,1205
All-MPNet-Base-v2,50,5,11,0.18526698713784592,0.10966981132075472,0.5963200446055199,0.5963200446055199,0.9939803579061144,133,1325
All-MPNet-Base-v2,50,6,2,0.36806825106642294,0.253222932606645,0.673543350989685,0.673543350989685,0.9975300921440291,297,659
All-MPNet-Base-v2,50,6,3,0.3562504790373266,0.2456659619450317,0.6478951770281572,0.6478951770281572,0.9975262789529532,279,774
All-MPNet-Base-v2,50,6,4,0.3588799386267741,0.24756562235393734,0.6520769445218846,0.6520769445218846,0.9975356386037758,260,879
All-MPNet-Base-v2,50,6,5,0.34939113119399556,0.24086589229144667,0.6359074435461388,0.6359074435461388,0.9975079063050422,240,1006
All-MPNet-Base-v2,50,6,6,0.31001106194690264,0.20612301185988785,0.6250348480624477,0.6250348480624477,0.9970066450054303,216,1083
All-MPNet-Base-v2,50,6,7,0.23945806858163105,0.14751552795031056,0.635628659046557,0.635628659046557,0.9954324903985582,185,1078
All-MPNet-Base-v2,50,6,8,0.22190819608225318,0.13445527015057573,0.6347923055478115,0.6347923055478115,0.9949187495645162,168,1098
All-MPNet-Base-v2,50,6,9,0.2109323548781635,0.126874540207119,0.6250348480624477,0.6250348480624477,0.9946514795354702,156,1177
All-MPNet-Base-v2,50,6,10,0.18411611219830398,0.10782675134902822,0.6294954000557569,0.6294954000557569,0.9935234682844766,133,1169
All-MPNet-Base-v2,50,6,11,0.18276288659793816,0.10724483376082854,0.6177864510733203,0.6177864510733203,0.993605278565741,126,1236
All-MPNet-Base-v2,50,7,2,0.34555047485051005,0.23108769288671435,0.6846947309729579,0.6846947309729579,0.9971671456843517,247,704
All-MPNet-Base-v2,50,7,3,0.33600788288288286,0.2247434328217682,0.665458600501812,0.665458600501812,0.9971456531528331,240,772
All-MPNet-Base-v2,50,7,4,0.3374567046016823,0.22604166666666667,0.665458600501812,0.665458600501812,0.9971667990306174,223,881
All-MPNet-Base-v2,50,7,5,0.24113547336826577,0.14747977598008713,0.6607192640089211,0.6607192640089211,0.9952508438418524,199,901
All-MPNet-Base-v2,50,7,6,0.23440186065325108,0.14316595639552837,0.6462224700306662,0.6462224700306662,0.9951908727458407,188,995
All-MPNet-Base-v2,50,7,7,0.2371754932502596,0.1457283225929943,0.6367437970448843,0.6367437970448843,0.9953586531531797,182,1073
All-MPNet-Base-v2,50,7,8,0.21862003780718336,0.1316223752347351,0.6448285475327572,0.6448285475327572,0.994710064016545,164,1073
All-MPNet-Base-v2,50,7,9,0.19315506222670703,0.11372976184581869,0.640367995539448,0.640367995539448,0.9937948981583327,147,1109
All-MPNet-Base-v2,50,7,10,0.18344011029113616,0.10733096085409252,0.6306105380540842,0.6306105380540842,0.9934784032990343,132,1161
All-MPNet-Base-v2,50,7,11,0.1820196134750318,0.1067167051578137,0.618344020072484,0.618344020072484,0.9935640267713746,124,1234
All-MPNet-Base-v2,50,8,2,0.3165688026550932,0.20528101978313054,0.6913855589629216,0.6913855589629216,0.9966717774982208,221,670
All-MPNet-Base-v2,50,8,3,0.30996784565916397,0.2014544846610382,0.671870643992194,0.671870643992194,0.996688416877461,213,750
All-MPNet-Base-v2,50,8,4,0.315587593413134,0.20686665510664123,0.6651798160022303,0.6651798160022303,0.9968288116398004,202,882
All-MPNet-Base-v2,50,8,5,0.23795447827372154,0.14451558853449822,0.6732645664901031,0.6732645664901031,0.9950442382162863,184,885
All-MPNet-Base-v2,50,8,6,0.22495589567539218,0.13568388358449326,0.6576526345135211,0.6576526345135211,0.994790834336607,175,945
All-MPNet-Base-v2,50,8,7,0.22820500269225122,0.13840399002493767,0.64984666852523,0.64984666852523,0.9949697076634394,172,1029
All-MPNet-Base-v2,50,8,8,0.21888108592166658,0.13170731707317074,0.6473376080289935,0.6473376080289935,0.9946934246373048,161,1074
All-MPNet-Base-v2,50,8,9,0.18282198911586087,0.10647191217674888,0.6462224700306662,0.6462224700306662,0.9932565449091646,141,1065
All-MPNet-Base-v2,50,8,10,0.18343051506316813,0.10730020370458099,0.6314468915528296,0.6314468915528296,0.993467657033275,129,1170
All-MPNet-Base-v2,50,8,11,0.1818033588781999,0.10646932442110289,0.6216894340674658,0.6216894340674658,0.993512375364983,123,1219
All-MPNet-Base-v2,50,9,2,0.29580095186457017,0.18867199508146326,0.6844159464733761,0.6844159464733761,0.996340376528353,198,719
All-MPNet-Base-v2,50,9,3,0.29705882352941176,0.19037147569308097,0.6757736269863396,0.6757736269863396,0.9964263466544275,192,783
All-MPNet-Base-v2,50,9,4,0.22789273452723394,0.13669505203985083,0.6846947309729579,0.6846947309729579,0.9946230539292681,175,802
All-MPNet-Base-v2,50,9,5,0.2066694807935838,0.12177286972093718,0.6824644549763034,0.6824644549763034,0.9938798283232047,166,837
All-MPNet-Base-v2,50,9,6,0.21038650551202018,0.12505263157894736,0.662391971006412,0.662391971006412,0.9942372283231353,158,951
All-MPNet-Base-v2,50,9,7,0.21267674740175743,0.1265930331350892,0.6646222470030666,0.6646222470030666,0.9942982393803496,152,1005
All-MPNet-Base-v2,50,9,8,0.20782999735473062,0.12343545430741032,0.6570950655143574,0.6570950655143574,0.9941977097974398,146,1037
All-MPNet-Base-v2,50,9,9,0.1893461666113508,0.11122483793926988,0.6361862280457207,0.6361862280457207,0.9936787691573853,139,1123
All-MPNet-Base-v2,50,9,10,0.17360455900668,0.1003928415539066,0.6412043490381935,0.6412043490381935,0.9928554665387284,125,1112
All-MPNet-Base-v2,50,9,11,0.18150575447570333,0.10593833092317022,0.6331195985503206,0.6331195985503206,0.9933560345308717,119,1179
All-MPNet-Base-v2,50,10,2,0.29324931442907987,0.18543388429752067,0.7005854474491219,0.7005854474491219,0.9961732894284824,182,757
All-MPNet-Base-v2,50,10,3,0.2827093455272935,0.1778113316077078,0.6894340674658489,0.6894340674658489,0.9960360145497505,174,810
All-MPNet-Base-v2,50,10,4,0.19568705725803295,0.11382261883081406,0.6969612489545581,0.6969612489545581,0.9932527317180887,148,786
All-MPNet-Base-v2,50,10,5,0.1946247983315626,0.11330523229176212,0.6894340674658489,0.6894340674658489,0.9932912102825817,147,833
All-MPNet-Base-v2,50,10,6,0.1918544879398972,0.11178178132055476,0.6763311959855032,0.6763311959855032,0.9933175559663787,141,938
All-MPNet-Base-v2,50,10,7,0.19182327466327626,0.11185246965063479,0.6729857819905213,0.6729857819905213,0.9933553412234034,137,983
All-MPNet-Base-v2,50,10,8,0.18774873195474054,0.10915029714648641,0.6707555059938668,0.6707555059938668,0.9931927606220771,131,996
All-MPNet-Base-v2,50,10,9,0.17738309352517986,0.10246309683563481,0.6598829105101757,0.6598829105101757,0.9928124814756911,124,1056
All-MPNet-Base-v2,50,10,10,0.1727401445711305,0.0996946367898155,0.6462224700306662,0.6462224700306662,0.9927434973825909,123,1094
All-MPNet-Base-v2,50,10,11,0.17689502676701063,0.102744355819927,0.635628659046557,0.635628659046557,0.9930977774989141,117,1172
All-MPNet-Base-v2,50,11,2,0.2685240392433194,0.16666666666666666,0.6905492054641762,0.6905492054641762,0.9957066935022877,161,805
All-MPNet-Base-v2,50,11,3,0.26279495743993103,0.16287145242070117,0.6799553944800669,0.6799553944800669,0.9956543487884278,155,875
All-MPNet-Base-v2,50,11,4,0.19145060651862186,0.11118113071660064,0.6885977139671035,0.6885977139671035,0.9931549753650524,139,820
All-MPNet-Base-v2,50,11,5,0.19224283305227655,0.11144190179960009,0.6991915249512127,0.6991915249512127,0.9930679652777754,135,832
All-MPNet-Base-v2,50,11,6,0.18759152215799615,0.10884049546125296,0.6785614719821578,0.6785614719821578,0.993091537731699,132,929
All-MPNet-Base-v2,50,11,7,0.17953481459463477,0.10357096926308569,0.673543350989685,0.673543350989685,0.9927511237647427,126,977
All-MPNet-Base-v2,50,11,8,0.1770747000108104,0.10168018539976825,0.6849735154725397,0.6849735154725397,0.9924751873923423,118,957
All-MPNet-Base-v2,50,11,9,0.17540917872635148,0.10089742514467835,0.6707555059938668,0.6707555059938668,0.9925677439393661,116,1025
All-MPNet-Base-v2,50,11,10,0.17347696879643387,0.10007285818368834,0.6509618065235573,0.6509618065235573,0.9927209648898698,119,1091
All-MPNet-Base-v2,50,11,11,0.1692046126552336,0.09753291576121692,0.6381377195427934,0.6381377195427934,0.9926578739102506,113,1136
MPNet-Personality,768,2,2,0.48226221079691517,0.6258896797153025,0.3922497909116253,0.3922497909116253,0.9997084642095619,1071,1225
MPNet-Personality,768,2,3,0.41193004372267333,0.46822861199858007,0.3677167549484249,0.3677167549484249,0.9994807127062113,475,2116
MPNet-Personality,768,2,4,0.3192723851340756,0.3648745519713262,0.28380262057429606,0.28380262057429606,0.9993857295830484,328,2643
MPNet-Personality,768,2,5,0.24508223153821349,0.29063097514340347,0.21187621968218567,0.21187621968218567,0.9993569573231121,254,2939
MPNet-Personality,768,2,6,0.0025755087274948905,0.001289813061786235,0.8068023417897965,0.8068023417897965,0.22320375301198764,9,546
MPNet-Personality,768,2,7,0.0025041498225400758,0.0012539335440052044,0.8447170337329245,0.8447170337329245,0.1633976641778084,4,421
MPNet-Personality,768,2,8,0.002443204276449968,0.0012231422735895113,0.9701700585447449,0.9701700585447449,0.014931069638228697,2,59
MPNet-Personality,768,2,9,0.002569466288177753,0.001286960236649902,0.7424031223863953,0.7424031223863953,0.28362133903324516,6,726
MPNet-Personality,768,2,10,0.0024553837564604388,0.0012294864846140994,0.8410928352383608,0.8410928352383608,0.15040265564492675,7,395
MPNet-Personality,768,2,11,0.0025673803627494505,0.001285933061339007,0.7359910788960133,0.7359910788960133,0.28924059606416286,8,733
MPNet-Personality,768,3,2,0.45223562810503903,0.4606709080393291,0.44410370783384445,0.44410370783384445,0.9993534907857704,523,1641
MPNet-Personality,768,3,3,0.4121287128712871,0.4629822732012513,0.37134095344298856,0.37134095344298856,0.9994644199807052,353,2301
MPNet-Personality,768,3,4,0.3120759837177748,0.3397898883782009,0.28854195706718705,0.28854195706718705,0.9993028793405814,200,2811
