model,threshold,trial,precision,recall,f1,pos_acc,neg_acc,num_initial_seeds,model_name
SentenceTransformer,0.5,5,0.0886086662153013,0.5837747421243379,0.15386311032734487,0.5837747421243379,0.9925337718734173,10,all-mpnet-base-v2
SentenceTransformer,0.5,6,0.08744526776692489,0.5790354056314468,0.15194410914810344,0.5790354056314468,0.9924862803118358,10,all-mpnet-base-v2
SentenceTransformer,0.5,7,0.0851370274054811,0.5932534151101199,0.1489049051850815,0.5932534151101199,0.9920730690607036,10,all-mpnet-base-v2
SentenceTransformer,0.5,8,0.08494653575545574,0.5957624756063563,0.14869190091845255,0.5957624756063563,0.9920200310393753,10,all-mpnet-base-v2
SentenceTransformer,0.5,9,0.08872434398545076,0.5712294396431559,0.15359244406131703,0.5712294396431559,0.9927046721643638,10,all-mpnet-base-v2
SentenceTransformer,0.5,10,0.08651722163135073,0.5896292166155562,0.1508935896978561,0.5896292166155562,0.9922588754622195,10,all-mpnet-base-v2
SentenceTransformer,0.55,1,0.1279615004935834,0.5781990521327014,0.20954786562263197,0.5781990521327014,0.995100396121222,10,all-mpnet-base-v2
SentenceTransformer,0.55,2,0.12901628180523741,0.5809868971285197,0.21114488348530902,0.5809868971285197,0.9951229286139431,10,all-mpnet-base-v2
SentenceTransformer,0.55,3,0.13030341180914012,0.5770839141343741,0.2126020643968572,0.5770839141343741,0.9952106320086885,10,all-mpnet-base-v2
SentenceTransformer,0.55,4,0.1286993285252425,0.5770839141343741,0.21046210157084033,0.5770839141343741,0.9951419945693226,10,all-mpnet-base-v2
SentenceTransformer,0.55,5,0.14429599177800617,0.5871201561193198,0.23165768342316576,0.5871201561193198,0.9956706415139339,10,all-mpnet-base-v2
SentenceTransformer,0.55,6,0.12989964021965536,0.5737385001393922,0.21183736489963972,0.5737385001393922,0.9952213782744478,10,all-mpnet-base-v2
SentenceTransformer,0.55,7,0.12805817464719296,0.5793141901310287,0.2097506813364288,0.5793141901310287,0.9950951963152095,10,all-mpnet-base-v2
SentenceTransformer,0.55,8,0.12638796189551604,0.5807081126289378,0.20759417978871836,0.5807081126289378,0.9950088795354008,10,all-mpnet-base-v2
SentenceTransformer,0.55,9,0.12806995782684197,0.5756899916364651,0.20952767490233878,0.5756899916364651,0.9951263951512849,10,all-mpnet-base-v2
SentenceTransformer,0.55,10,0.12917054986020504,0.5795929746306105,0.2112590183924398,0.5795929746306105,0.9951413012618543,10,all-mpnet-base-v2
SentenceTransformer,0.6,1,0.22155202412713143,0.5324783942012824,0.31290956749672344,0.5324783942012824,0.9976736067899761,10,all-mpnet-base-v2
SentenceTransformer,0.6,2,0.2224773275169326,0.5402843601895735,0.31517319889412915,0.5402843601895735,0.9976521142584573,10,all-mpnet-base-v2
SentenceTransformer,0.6,3,0.22487759384471906,0.537775299693337,0.3171393341553638,0.537775299693337,0.9976950993214947,10,all-mpnet-base-v2
